class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Crunches,0.577346802,0.632096112,0.131351471,0.999965549,0.58993566,0.628003955,0.135125548,0.999979079,0.592886567,0.630452275,0.135287464,0.999977291,0.596022487,0.632798433,0.135267854,0.999981761,0.5840801,0.622900426,0.152889177,0.999968648,0.582898557,0.621812701,0.152879834,0.999960423,0.581866562,0.620531499,0.152833045,0.999975085,0.605768204,0.644613683,0.174145669,0.999962807,0.586688221,0.627582252,0.264233172,0.999967337,0.577727437,0.648154259,0.147951707,0.999907017,0.570395291,0.640937865,0.169416934,0.999845624,0.605298877,0.721304715,0.140288398,0.999942601,0.533049822,0.667380035,0.299350351,0.999643087,0.600073874,0.766078949,-0.021098295,0.926454306,0.463680267,0.637300611,0.183444262,0.631032646,0.623517871,0.704156578,-0.07906197,0.871074557,0.54875052,0.621093392,0.024879523,0.543221831,0.630076468,0.6897223,-0.082314029,0.792105854,0.569003165,0.619464934,-0.004942196,0.39588365,0.630433857,0.694040298,-0.071022876,0.774443567,0.572516203,0.620809436,0.034516081,0.356717676,0.623260379,0.699035287,-0.0736963,0.747827709,0.566319704,0.625600636,0.033390805,0.368270487,0.460928857,0.827668309,-0.085049443,0.999888301,0.42757684,0.800624669,0.084670424,0.999857605,0.347866952,0.668144822,-0.23486343,0.99684155,0.310495496,0.641707838,-0.017984897,0.862434089,0.258391291,0.875465691,-0.357923895,0.992664993,0.226577118,0.817544699,-0.116692521,0.868660688,0.258335352,0.908558905,-0.36378777,0.970609307,0.232029349,0.861504138,-0.137305915,0.854324937,0.172467604,0.945663691,-0.413409323,0.989468217,0.146526322,0.859015524,-0.184936494,0.906844437
Crunches,0.589972794,0.633782923,0.099331364,0.999958992,0.601405263,0.630996168,0.095926151,0.999972939,0.604514003,0.63325274,0.096059605,0.999968767,0.607781053,0.635351956,0.096020766,0.999976158,0.59566474,0.627210379,0.120462693,0.999961853,0.594755411,0.626984477,0.120459065,0.999949992,0.594042122,0.626646876,0.120437898,0.999972045,0.620001078,0.650389731,0.120454729,0.999946177,0.600841165,0.638285577,0.23613441,0.999963641,0.591659904,0.65081054,0.108179823,0.99987936,0.585341096,0.645548701,0.14071615,0.999813318,0.622836709,0.720973969,0.096530326,0.999935567,0.545590162,0.681294739,0.283980846,0.999633014,0.630901158,0.756887674,-0.058772724,0.932012141,0.477212191,0.636711836,0.23947981,0.659442842,0.627965093,0.684011579,-0.085609965,0.857697785,0.562941253,0.632083535,0.150810093,0.56930542,0.631926835,0.673736393,-0.087627038,0.767818689,0.583917022,0.632889092,0.126441211,0.415293574,0.633501887,0.675328791,-0.069987081,0.748503506,0.586772978,0.63704896,0.159476683,0.375450134,0.628832281,0.678522646,-0.078525811,0.724997342,0.580883384,0.639427245,0.158922106,0.384920359,0.462626845,0.823400497,-0.086287744,0.999897003,0.433943808,0.794731736,0.086040005,0.999864995,0.356046975,0.674019396,-0.233293846,0.996738613,0.317188591,0.642124832,-0.025004257,0.862050235,0.26012212,0.875294387,-0.3466883,0.993065178,0.230860785,0.811349154,-0.115568981,0.871361971,0.259010881,0.908404529,-0.350038052,0.972266495,0.234478861,0.853773236,-0.126755193,0.858489215,0.174333811,0.945242345,-0.391254008,0.990024686,0.152346462,0.858910263,-0.167917013,0.908637106
Crunches,0.613547206,0.641325593,0.113681138,0.999949813,0.626242518,0.641670167,0.109940328,0.999964058,0.628388762,0.643775344,0.110157147,0.999957621,0.630570233,0.64603889,0.110145271,0.999969602,0.622213662,0.639196336,0.12751548,0.999950588,0.621468902,0.63943392,0.127568915,0.999930501,0.620734215,0.639768004,0.127467752,0.999965191,0.636028886,0.663910985,0.135310218,0.999920905,0.622224689,0.652887106,0.254971802,0.999950349,0.610652566,0.655752778,0.122992873,0.999799252,0.606231987,0.652294278,0.150226206,0.999706507,0.632146239,0.726781189,0.089285307,0.999929965,0.561687589,0.688319743,0.324915797,0.999590039,0.643302917,0.760994852,-0.0747623,0.937573254,0.499903589,0.631489456,0.331685543,0.676321089,0.634533763,0.694315016,-0.098805837,0.856017828,0.577141404,0.645551682,0.272541791,0.580646515,0.639320076,0.697204709,-0.107917324,0.76132077,0.600301683,0.65429461,0.259172738,0.420448363,0.638283491,0.687804997,-0.089834794,0.741257489,0.603074729,0.657429099,0.286842406,0.380657285,0.633739114,0.691633344,-0.091080777,0.717262805,0.595942616,0.656364143,0.279599547,0.389401346,0.465243995,0.819832981,-0.10073328,0.999904871,0.437291771,0.78977108,0.100583807,0.999872863,0.355396807,0.675126672,-0.233464926,0.996212661,0.315857083,0.641905189,-0.016767379,0.841893613,0.261601985,0.875254512,-0.332511514,0.992957532,0.231991619,0.811420798,-0.090002246,0.865148127,0.261651695,0.908066094,-0.334706247,0.972775519,0.234479874,0.854171097,-0.099624865,0.854004025,0.177735314,0.946715355,-0.358734906,0.990212023,0.14937672,0.824167132,-0.143040955,0.905466616
Crunches,0.625268996,0.64600879,0.109903276,0.999946594,0.637470365,0.646490812,0.108338937,0.999959409,0.63930124,0.648573041,0.108481921,0.99995178,0.641092837,0.650881231,0.108465113,0.999966085,0.633179188,0.644393563,0.13060312,0.999945641,0.632078052,0.644817531,0.13060309,0.999921381,0.630966902,0.645314515,0.130541414,0.999962986,0.644438505,0.673158646,0.130609497,0.999898791,0.63110435,0.661817729,0.242921859,0.999946058,0.62105298,0.660015285,0.116760254,0.99974668,0.615798354,0.657317758,0.147356361,0.999650002,0.633643031,0.741283417,0.084920958,0.999917388,0.560262263,0.694973171,0.309596688,0.999575078,0.643667102,0.755514145,-0.047752377,0.940663457,0.503758252,0.628026843,0.398499966,0.698705733,0.64969635,0.699818432,-0.035155006,0.821840525,0.583281875,0.648776889,0.488359451,0.584276259,0.65178746,0.690651178,-0.034447309,0.721687078,0.604837775,0.658145308,0.492073298,0.416692227,0.650506735,0.692955017,-0.0204535,0.701061964,0.607033551,0.661434174,0.525124848,0.377919942,0.646366596,0.697189093,-0.028209725,0.680627227,0.600170493,0.661139131,0.50130713,0.386348903,0.467852652,0.815588653,-0.101418197,0.999912322,0.435615152,0.780570924,0.101174571,0.999881446,0.355190784,0.674232841,-0.229742095,0.994971931,0.315957397,0.63839221,-0.022021865,0.818798602,0.260942042,0.875178993,-0.31975311,0.99274385,0.234306291,0.811147332,-0.088164523,0.858702481,0.262130558,0.908731639,-0.320220143,0.972803473,0.236004919,0.851274669,-0.094745331,0.849181771,0.177772939,0.945151627,-0.335092843,0.990402281,0.149069279,0.828115582,-0.130709201,0.903306246
Crunches,0.631804943,0.657944381,0.114626385,0.999947906,0.643944085,0.661519825,0.111609474,0.999957919,0.645313203,0.663981676,0.111746863,0.999950409,0.646710098,0.666642964,0.11175324,0.999964416,0.640721798,0.659196794,0.134989828,0.999944091,0.63991344,0.659837127,0.134966046,0.99992007,0.639219165,0.66049701,0.134894028,0.999963105,0.648797929,0.690115631,0.128544182,0.999890387,0.639529169,0.678639531,0.23902297,0.999946892,0.626526177,0.669436157,0.119834922,0.999734044,0.622402072,0.66667074,0.151018545,0.99963963,0.636628687,0.750329018,0.085450634,0.999912024,0.566566348,0.703216374,0.292246193,0.999595702,0.642208457,0.755319655,-0.071332164,0.943973899,0.510396302,0.625413895,0.316239983,0.719418347,0.656817317,0.706422269,-0.10510622,0.797920406,0.58801645,0.660095811,0.297670424,0.589516103,0.660232008,0.692489386,-0.107694663,0.696185946,0.606439888,0.671621144,0.28622362,0.416276902,0.658841908,0.697171092,-0.090111457,0.674266219,0.607761741,0.674440682,0.321897477,0.377905011,0.653603375,0.702760816,-0.099032365,0.657091856,0.602023423,0.672983229,0.308601826,0.385755718,0.46558243,0.813176036,-0.098799482,0.999918818,0.432318687,0.775088966,0.098542131,0.999890149,0.354916245,0.673642814,-0.208764628,0.994230092,0.315445423,0.632576942,-0.019005297,0.804850936,0.260754883,0.873858809,-0.295649469,0.992884934,0.238726214,0.812998831,-0.072464742,0.855506957,0.267397553,0.908940554,-0.297613621,0.973883212,0.247297376,0.851447344,-0.078963526,0.851958513,0.181125075,0.945539057,-0.319577724,0.990854204,0.148838311,0.83172977,-0.111316636,0.903779984
Crunches,0.633102119,0.660513163,0.12241371,0.999951124,0.645524979,0.663470447,0.11618942,0.99995929,0.646738768,0.666099668,0.116297826,0.999952376,0.647978365,0.66871345,0.116374455,0.99996531,0.642495751,0.660523176,0.140217155,0.999945462,0.641561866,0.660937548,0.140162677,0.999922752,0.640713334,0.661316931,0.140036136,0.999964714,0.649795175,0.692662001,0.133807391,0.999890983,0.640307486,0.680551231,0.243154377,0.999949515,0.627176404,0.673113585,0.122893885,0.999739051,0.623002172,0.669942796,0.15498054,0.999649465,0.635917783,0.754386246,0.089782685,0.999912322,0.56693697,0.701569617,0.294250041,0.999617577,0.637702465,0.737516761,-0.067967542,0.946733177,0.509880662,0.624454737,0.299495935,0.737669826,0.656768441,0.701058507,-0.116545938,0.786406338,0.589393914,0.662984967,0.261814952,0.598328292,0.659581542,0.692256629,-0.122067951,0.68676734,0.605385959,0.671970725,0.247001261,0.421737552,0.652695119,0.697729945,-0.106022574,0.663474441,0.606830478,0.67526567,0.281943619,0.383076817,0.645858526,0.699411154,-0.111307427,0.648312271,0.601473331,0.673941016,0.271523535,0.390673399,0.464593261,0.811513007,-0.0948589,0.999925196,0.430772364,0.77127862,0.094607159,0.999897897,0.353751183,0.6732409,-0.204088569,0.993719101,0.314944059,0.627550244,-0.005992076,0.788296282,0.260504752,0.873926997,-0.306255281,0.993221641,0.24019222,0.813338876,-0.035784271,0.850279212,0.267489731,0.908780932,-0.310752749,0.975472033,0.243974328,0.852227092,-0.041360267,0.854905427,0.181576759,0.946079433,-0.340977848,0.991470814,0.155212581,0.832159698,-0.071657792,0.904919624
Crunches,0.620167136,0.655813813,0.123105392,0.999953091,0.634066999,0.657356977,0.117131338,0.999959469,0.636135578,0.659918368,0.117271446,0.999952912,0.638095915,0.662393987,0.117352806,0.999965131,0.629202127,0.653965414,0.141728193,0.999944329,0.627973258,0.654030681,0.141681582,0.999921083,0.626686454,0.654076934,0.141573533,0.999964476,0.642436385,0.682701647,0.136285305,0.999889553,0.627996087,0.670024335,0.242626995,0.999950051,0.617462873,0.669926941,0.125622109,0.999743402,0.612095058,0.666746199,0.157394916,0.999645352,0.634076297,0.748826325,0.107027091,0.999916017,0.559564471,0.701580226,0.280222535,0.999626577,0.644777477,0.737821162,-0.001951559,0.949570298,0.502911747,0.628643751,0.374840826,0.75002104,0.653101981,0.693740129,0.034315266,0.769660413,0.585228026,0.656934083,0.465017974,0.602864087,0.655883014,0.682005167,0.044762112,0.665335953,0.606016278,0.663149774,0.465850532,0.425332904,0.651076317,0.686708629,0.060376208,0.64136374,0.607395768,0.667964518,0.495407283,0.387361556,0.646936119,0.690902889,0.041391,0.629755557,0.601367891,0.668213785,0.476710796,0.394190282,0.469929755,0.807071865,-0.082913056,0.999931157,0.432164907,0.767698884,0.082721636,0.99990505,0.353514552,0.672553062,-0.180202127,0.993265212,0.314616382,0.627321959,-0.019765921,0.778281331,0.260308087,0.865969002,-0.286854923,0.993411899,0.214815766,0.806238949,-0.045063213,0.850198746,0.267095506,0.904456675,-0.290556878,0.976810157,0.217394203,0.844709814,-0.062993988,0.855869055,0.181352764,0.940588415,-0.306992501,0.991894424,0.142408952,0.826698482,-0.112284519,0.906015456
Crunches,0.614560127,0.652506471,0.146051198,0.999955416,0.628131628,0.652544975,0.143279225,0.999960363,0.630711675,0.654638588,0.143361211,0.999954224,0.633153558,0.656666338,0.143343627,0.999965549,0.62222147,0.649779975,0.164328426,0.999943316,0.620869577,0.649806917,0.164306521,0.999920189,0.619392514,0.649772286,0.164180949,0.999964416,0.640457034,0.674631894,0.157476693,0.999889731,0.622886062,0.663115442,0.253090501,0.999951363,0.614434659,0.666674197,0.149042726,0.999751449,0.608764708,0.663672566,0.177159831,0.999651432,0.635424733,0.745178223,0.123073831,0.999921679,0.560533583,0.698913872,0.285382479,0.999647498,0.636773586,0.73772341,-0.003538862,0.952183127,0.498900026,0.636127889,0.399850816,0.758427441,0.652528524,0.691138983,0.01071338,0.769133449,0.581271529,0.651705742,0.517463088,0.614462376,0.656688452,0.67604202,0.013659038,0.667211413,0.603550732,0.657119215,0.522293091,0.439209759,0.65260607,0.6795156,0.028002206,0.642264962,0.606299102,0.661473155,0.548601747,0.401561826,0.648462117,0.68398273,0.017906819,0.631913364,0.60041219,0.662026286,0.527757883,0.407124817,0.474681199,0.805060387,-0.080372758,0.999936342,0.436628431,0.764315426,0.080231518,0.999910176,0.352944672,0.671491623,-0.174313396,0.992816448,0.314422071,0.626761734,-0.018406531,0.763935626,0.259319961,0.865918458,-0.280126125,0.993476629,0.229421929,0.807379365,-0.068586566,0.845571339,0.266951919,0.903608263,-0.283749342,0.978014052,0.220770076,0.846102476,-0.08102195,0.855696023,0.180997565,0.939816058,-0.298029542,0.992286563,0.143396914,0.839330375,-0.120196141,0.906867921
Crunches,0.607136369,0.646014094,0.238532037,0.999955237,0.622664213,0.64662385,0.243573695,0.999960542,0.623580396,0.650338411,0.243639871,0.99995482,0.624471843,0.653948605,0.243571311,0.999965787,0.621052861,0.641081572,0.263527274,0.999938428,0.616468251,0.64134407,0.263519228,0.999913812,0.612801194,0.641579926,0.263403416,0.99996233,0.631603301,0.670127809,0.276080698,0.999890685,0.607644677,0.661613405,0.370817333,0.999951005,0.604956388,0.664271176,0.24789843,0.999744892,0.600370228,0.662514031,0.275341064,0.999632657,0.631510317,0.739839375,0.205354124,0.999928772,0.553599298,0.693384528,0.405053228,0.999662876,0.627655566,0.723556876,0.033055309,0.954008579,0.470935494,0.661316454,0.553143144,0.756270945,0.640950322,0.660471022,4.03E-05,0.786077857,0.550064802,0.646177649,0.693901122,0.636627436,0.645424128,0.639646471,0.003614074,0.692649305,0.569936872,0.643544197,0.699780464,0.470750362,0.642280042,0.651513278,0.01988955,0.668778121,0.576059401,0.64455992,0.717486918,0.434771597,0.639122009,0.655048132,0.006519595,0.657288194,0.571809709,0.646720469,0.699948609,0.438971728,0.47406435,0.804773331,-0.082089424,0.999941647,0.434916914,0.758503139,0.08221972,0.999915123,0.352824062,0.663906693,-0.229366377,0.991961241,0.313780695,0.622896791,-0.026415709,0.758532286,0.25917536,0.864729285,-0.342716128,0.992884278,0.23239255,0.807517588,-0.096968904,0.840573192,0.266840726,0.902171969,-0.347295046,0.977420926,0.233338639,0.84500885,-0.105729915,0.851263881,0.180866957,0.938978136,-0.384560943,0.992417336,0.152293339,0.870258629,-0.148441568,0.908737838
Crunches,0.603634655,0.645670891,0.191194192,0.99995774,0.615742743,0.642211854,0.194065154,0.999962747,0.617210448,0.64629209,0.194128081,0.999957502,0.619285226,0.650602162,0.194057912,0.999967813,0.620242774,0.635071397,0.213825539,0.999941111,0.612327218,0.634639919,0.213804603,0.999917507,0.606370628,0.634231389,0.213700533,0.999964058,0.626256347,0.669175565,0.227655724,0.999898136,0.598380804,0.651318312,0.318597257,0.999953508,0.601247609,0.663308024,0.200903252,0.999761105,0.595926344,0.658246636,0.227805331,0.999649107,0.627873063,0.736757398,0.168621093,0.999934793,0.545555174,0.690890491,0.363146245,0.999681652,0.609051943,0.725784838,0.037367117,0.956049025,0.458446085,0.675905406,0.511713088,0.741326809,0.628055096,0.648230672,0.048556119,0.799336791,0.534219801,0.644579828,0.647848904,0.652329028,0.63666749,0.632495344,0.053707372,0.712591588,0.552344263,0.634824336,0.658019781,0.495088488,0.635575593,0.639802217,0.065742642,0.68939203,0.558250129,0.634585142,0.67078191,0.461133957,0.632904172,0.645020604,0.054739565,0.677090764,0.555890977,0.637605786,0.652625144,0.46286276,0.472977012,0.804435968,-0.083245471,0.999945343,0.430415809,0.758860826,0.083224908,0.999917984,0.355399013,0.664108396,-0.235862061,0.991368771,0.313416421,0.622728884,-0.029186618,0.761663854,0.25884676,0.864985704,-0.35544315,0.992500663,0.234960198,0.807681501,-0.134083137,0.842559159,0.26662153,0.902233124,-0.361092746,0.976960063,0.220829323,0.846961379,-0.145638213,0.848848283,0.180767387,0.934127927,-0.400255203,0.992665946,0.151112303,0.869443059,-0.188538417,0.912746131
Crunches,0.586626172,0.642922997,0.264331728,0.999958694,0.596446812,0.63761127,0.262993813,0.999964118,0.60009563,0.640417516,0.26303184,0.99995935,0.603680789,0.643075585,0.262963176,0.999968946,0.59060353,0.633030593,0.289288223,0.999941647,0.586544871,0.63318336,0.289235085,0.999919176,0.58308661,0.6333161,0.289152652,0.999964774,0.611303449,0.662011921,0.261470497,0.999904454,0.581552267,0.651094079,0.381984055,0.999955416,0.589940548,0.662218392,0.260607868,0.999768317,0.580774665,0.656861663,0.295666099,0.999655008,0.621263623,0.735930383,0.162629813,0.999940872,0.530895174,0.696385145,0.421839297,0.999702454,0.583029389,0.727328539,0.027853366,0.957823038,0.448906124,0.682294846,0.539675117,0.724742651,0.586710751,0.647678077,0.032576866,0.813184202,0.517050326,0.639754117,0.621726573,0.663093746,0.595415652,0.630546272,0.028449798,0.733329117,0.537627339,0.625508606,0.623629808,0.512788892,0.598002672,0.635169387,0.040585153,0.710755408,0.542613387,0.626519382,0.632513881,0.480309933,0.594425857,0.640744507,0.037903193,0.696855128,0.539959788,0.631148756,0.621541262,0.480682224,0.472090632,0.805030406,-0.094383627,0.999949336,0.425769478,0.76073283,0.094539739,0.999921501,0.35652855,0.664952934,-0.287932456,0.990579903,0.312383592,0.623255789,-0.047371957,0.757403433,0.257151425,0.86868149,-0.389854699,0.991257071,0.234939858,0.812385261,-0.14018707,0.839071214,0.264859796,0.902968407,-0.394090831,0.975450933,0.232289836,0.852760255,-0.150429413,0.846388519,0.178944156,0.934141576,-0.436810672,0.992438853,0.150553718,0.867135286,-0.195558071,0.913696945
Crunches,0.540042579,0.603462219,0.154673457,0.999958098,0.548679352,0.594615698,0.142353624,0.99996525,0.553674638,0.595774353,0.14231576,0.99996084,0.558861196,0.596719027,0.142210633,0.999969959,0.540643811,0.592663348,0.171643406,0.999942124,0.539516687,0.593122065,0.171667248,0.999919116,0.538601279,0.593475878,0.171602279,0.999963939,0.574007511,0.613108516,0.114085935,0.999910474,0.545428157,0.605871439,0.243861392,0.999955714,0.552313209,0.628275871,0.142683625,0.99978447,0.543340862,0.626154721,0.181219563,0.999669135,0.602624834,0.707858026,0.047738843,0.999945939,0.515625894,0.68397361,0.285013914,0.999714136,0.55226481,0.708726287,-0.037246194,0.95950073,0.451684564,0.677031338,0.456224054,0.677631974,0.558000684,0.611152709,0.023648936,0.822854161,0.496211618,0.601896226,0.531133056,0.634784639,0.565793514,0.591679633,0.018891636,0.748427451,0.513713181,0.586137891,0.543675959,0.498965532,0.57298851,0.593670309,0.032836974,0.727541625,0.522071123,0.58559227,0.542339206,0.469847471,0.569258809,0.601350546,0.028479401,0.711003423,0.51585573,0.592759371,0.53045404,0.469213217,0.458649784,0.805439949,-0.094278216,0.999952376,0.412856817,0.761586428,0.094335653,0.999925196,0.356421262,0.667765617,-0.260291368,0.990890682,0.307240188,0.626623154,-0.050933857,0.763120949,0.2569561,0.869665444,-0.3862997,0.991428077,0.232729167,0.811816335,-0.172227412,0.845223486,0.264541507,0.903537929,-0.392657816,0.976673245,0.232201383,0.849675715,-0.186686531,0.851334572,0.177659661,0.934450507,-0.417944014,0.99270165,0.139360845,0.830963016,-0.229796007,0.916314244
Crunches,0.529821277,0.587747574,0.117646322,0.999961317,0.540868163,0.574591398,0.109570101,0.999968231,0.547232866,0.574439585,0.109573103,0.999964297,0.553474545,0.574056208,0.109485105,0.999972582,0.529251397,0.574847221,0.137393549,0.999946773,0.527491689,0.575206041,0.137454718,0.999925494,0.526041687,0.575385153,0.13745676,0.999966502,0.568769574,0.585087895,0.106148206,0.999918997,0.532719254,0.581411362,0.233097941,0.999958813,0.543176413,0.609017253,0.117017552,0.999804378,0.53103745,0.606564105,0.153684884,0.999694943,0.593809068,0.684091985,0.044502817,0.999950767,0.505221486,0.649424791,0.279750556,0.999723732,0.520935059,0.707113981,-0.031968899,0.960013926,0.432514489,0.660900474,0.252078861,0.643616438,0.543271184,0.597890615,0.050312482,0.833002627,0.489811659,0.589820504,0.109914899,0.621543229,0.55687052,0.580655098,0.061855286,0.7620399,0.511406243,0.569789708,0.096397676,0.494720638,0.561964691,0.579173088,0.071349062,0.742904067,0.517415881,0.555001855,0.104237854,0.467462659,0.559051394,0.586498678,0.05917836,0.725279927,0.514675558,0.567355871,0.106613502,0.466459453,0.449525595,0.804135501,-0.094177328,0.999955654,0.403524876,0.758297563,0.09426631,0.999929667,0.357186973,0.667771995,-0.300348461,0.991411328,0.307394087,0.627206266,-0.094865754,0.772574186,0.256950617,0.870460272,-0.431874126,0.991678655,0.231815547,0.81182462,-0.210716888,0.852219582,0.264509618,0.904554784,-0.438293278,0.977349281,0.232376814,0.848437548,-0.223240659,0.853953362,0.177462265,0.934483171,-0.478309065,0.99295032,0.139994979,0.828643739,-0.275022537,0.919162929
Crunches,0.497356176,0.572042048,0.126669928,0.999963522,0.506820798,0.563365936,0.115278408,0.999970436,0.510979295,0.56389147,0.115307391,0.999966919,0.515588403,0.564776719,0.115258195,0.999974549,0.499869525,0.561423123,0.148354441,0.999950051,0.499065101,0.56110394,0.148394376,0.999930263,0.498596191,0.560393572,0.148384109,0.999968231,0.532469511,0.574411809,0.090013593,0.999926031,0.50686878,0.562179565,0.244517893,0.999960721,0.507091165,0.592408061,0.119025744,0.999820471,0.499651521,0.590005875,0.162496895,0.999714673,0.566439271,0.671651721,0.015916698,0.999954879,0.49084416,0.622169256,0.292006075,0.999739528,0.484795809,0.711170077,-0.056419648,0.959635317,0.414184421,0.631545424,0.259509832,0.624871194,0.511108518,0.598287344,0.034775045,0.842137754,0.464858383,0.562405586,0.112936661,0.614864767,0.518997133,0.575146556,0.050571747,0.774225712,0.481641859,0.543313265,0.10463389,0.492135853,0.528687477,0.5743137,0.064646371,0.756208599,0.487711608,0.529262304,0.10745047,0.466269195,0.526706159,0.582629442,0.057491034,0.735757113,0.485154688,0.541948438,0.107450381,0.465444267,0.428029239,0.804782808,-0.101246335,0.999957383,0.391758442,0.758334577,0.10120324,0.99993211,0.356953055,0.667746186,-0.346174777,0.991852582,0.311722547,0.627275527,-0.093256541,0.779412568,0.258096218,0.868752837,-0.456568003,0.991799474,0.232019231,0.809259832,-0.185736105,0.856304109,0.265281618,0.904242396,-0.461246669,0.977698267,0.233954757,0.845131576,-0.195759565,0.855163276,0.179863513,0.929999232,-0.508880019,0.993028939,0.149814874,0.830057204,-0.249925897,0.920113027
Crunches,0.481648356,0.574630618,0.166454509,0.999965668,0.490005404,0.564242363,0.155674875,0.999972701,0.493999064,0.564658105,0.155746639,0.999969542,0.498097479,0.565050125,0.155732006,0.999976575,0.482888043,0.564089239,0.192866251,0.999953628,0.482141882,0.564649701,0.192886665,0.999935269,0.481540591,0.56507057,0.192885339,0.999970376,0.513563275,0.57464385,0.098042101,0.999932468,0.488054752,0.570663989,0.298251987,0.999962807,0.492722988,0.594054282,0.156091541,0.999833584,0.48587817,0.593392432,0.205024213,0.999729633,0.555334687,0.665180981,0.052275963,0.999958336,0.477684587,0.627350569,0.348642051,0.999745786,0.481551647,0.701940179,-0.018428223,0.959175885,0.393591166,0.633536279,0.288847923,0.613852561,0.505762875,0.587531269,0.072840974,0.852705777,0.449924409,0.564926028,0.106335379,0.626057863,0.513697565,0.564159453,0.077276848,0.788234532,0.466391712,0.542684615,0.093511179,0.505435705,0.521129012,0.566519022,0.091826849,0.771288812,0.467884719,0.542114913,0.098947421,0.480431139,0.519472957,0.574078321,0.085288003,0.748585939,0.466012239,0.542312205,0.101782717,0.47923097,0.425705284,0.80607307,-0.109421849,0.999958336,0.38937667,0.759420455,0.109263286,0.999933541,0.356927544,0.667291045,-0.377866238,0.992472827,0.314718634,0.629622877,-0.10307572,0.786161244,0.259201527,0.864192367,-0.488843739,0.99207741,0.230759069,0.80606091,-0.207082987,0.861151874,0.264857352,0.90004164,-0.494556725,0.977567852,0.233647376,0.845510125,-0.218209341,0.85667491,0.17974028,0.927690566,-0.540455937,0.993234634,0.150675014,0.832077682,-0.277924865,0.922189534
Crunches,0.447793335,0.577937841,0.125479966,0.999967694,0.456096947,0.568223655,0.110310875,0.999974728,0.460726917,0.567642391,0.110462405,0.999971926,0.464466482,0.567634881,0.110448718,0.999978364,0.45003432,0.565757871,0.145505503,0.999956608,0.450034231,0.56524682,0.145548999,0.99993968,0.450174421,0.564545989,0.145537034,0.999972165,0.481858671,0.574155569,0.073079787,0.999938309,0.463871956,0.565986395,0.235459059,0.999964654,0.46166563,0.595278203,0.113660075,0.999846876,0.454688251,0.592867315,0.159609824,0.999745429,0.542203963,0.657569468,0.006064088,0.999961555,0.471676677,0.611482561,0.290523976,0.999751091,0.460643679,0.702101171,-0.051652968,0.960553706,0.391004354,0.616014302,0.211146712,0.608433485,0.490740776,0.561937153,0.063004479,0.86178875,0.440381467,0.535292208,0.037574604,0.614576459,0.494044006,0.538254738,0.061726175,0.799546719,0.453983694,0.508974135,0.023687225,0.492605865,0.502002597,0.536674678,0.075747207,0.783708036,0.455499887,0.504817784,0.038751744,0.46714896,0.500540376,0.547504663,0.07060723,0.757702708,0.454375833,0.517840564,0.036152858,0.4666906,0.422553122,0.809075952,-0.109074071,0.999960423,0.387575567,0.759969473,0.108849965,0.999936223,0.353155166,0.668533325,-0.339461148,0.993082225,0.313769132,0.632912338,-0.033981968,0.788553476,0.257757127,0.864506185,-0.400738895,0.992598593,0.225338459,0.803957403,-0.050737374,0.862532675,0.256388873,0.899165273,-0.395182669,0.977883756,0.226306036,0.843132555,-0.052410889,0.855096817,0.177465647,0.929053009,-0.431830645,0.993573546,0.147250652,0.8194139,-0.087744102,0.92123872
